✅ Opened: Analog Discovery 3 (210415BD076B)
实际称重质量 (g):
  NaCl=1.8889, KCl=0.0000, Urea=0.0000
  Lac=0.0000, NH4Cl=0.0000, CaCl2=0.0000, Glu=0.0000
  Water=-21.3652
目标体积 (mL):
  NaCl=4.0, KCl=0.0, Urea=0.0
  Lac=0.0, NH4Cl=0.0, CaCl2=0.0, Glu=0.0
  Water=0
--------------------------------------------------
1000000.0000, 24.6102, -79.0716, 82.8129, -72.7118
791234.2619, 29.7804, -101.3978, 105.6806, -73.6326
626051.6572, 44.9726, -117.1518, 125.4874, -68.9990
495353.5209, 704.8420, -1644.3454, 1789.0428, -66.7978
391940.6775, 945.8730, -1947.6370, 2165.1710, -64.0964
310116.8927, 121.8251, -190.2149, 225.8829, -57.3621
245375.1107, 165.0870, -210.9006, 267.8297, -51.9472
194149.1946, 206.4571, -231.5993, 310.2624, -48.2849
153617.4947, 253.9092, -232.5323, 344.2981, -42.4837
121547.4250, 25.4863, -20.6075, 32.7753, -38.9581
96172.4871, 29.8820, -19.9472, 35.9281, -33.7244
76094.9669, 398.5487, -220.6997, 455.5759, -28.9759
60208.9449, 438.8855, -199.2899, 482.0135, -24.4219
47639.3801, 469.9867, -174.9248, 501.4840, -20.4148
37693.9098, 494.1697, -150.6843, 516.6328, -16.9577
29824.7129, 512.1677, -129.1144, 528.1915, -14.1491
23598.3347, 525.8841, -109.3821, 537.1392, -11.7498
18671.8109, 535.8994, -93.0315, 543.9146, -9.8483
14773.7765, 544.0866, -79.2115, 549.8224, -8.2833
11689.5182, 550.9949, -68.0474, 555.1809, -7.0403
9249.1473, 556.0900, -59.1245, 559.2243, -6.0690
7318.2422, 560.5086, -51.4952, 562.8691, -5.2492
5790.4440, 564.9272, -45.4145, 566.7497, -4.5961
4581.5977, 569.1366, -40.6037, 570.5832, -4.0807
3625.1170, 572.9601, -37.1128, 574.1608, -3.7061
2868.3168, 576.5755, -34.1991, 577.5889, -3.3945
2269.5105, 579.0947, -31.2235, 579.9358, -3.0863
1795.7145, 583.0279, -29.6321, 583.7804, -2.9095
1420.8308, 585.1313, -28.9208, 585.8456, -2.8296
1124.2100, 588.9087, -28.4685, 589.5964, -2.7676
889.5135, 592.1057, -28.0208, 592.7683, -2.7094
703.8136, 595.7684, -26.8278, 596.3721, -2.5783
556.8814, 598.5352, -27.2107, 599.1534, -2.6030
440.6236, 601.8851, -28.3199, 602.5510, -2.6939
348.6365, 605.7106, -29.3250, 606.4201, -2.7718
275.8532, 609.5679, -30.5820, 610.3346, -2.8721
218.2645, 613.2084, -31.9840, 614.0420, -2.9858
172.6983, 617.2348, -33.7512, 618.1568, -3.1299
136.6448, 621.0361, -35.8322, 622.0689, -3.3022
108.1181, 624.8738, -38.5864, 626.0641, -3.5336
85.5467, 628.6661, -42.0497, 630.0708, -3.8267
67.6875, 632.3722, -46.5632, 634.0842, -4.2112
53.5567, 636.1213, -52.2705, 638.2653, -4.6975
42.3759, 640.0086, -59.5563, 642.7736, -5.3164
33.5292, 643.7543, -68.7625, 647.4163, -6.0969
26.5295, 647.5958, -80.3657, 652.5634, -7.0742
20.9910, 651.5190, -94.9066, 658.3952, -8.2880
16.6088, 655.5412, -113.1734, 665.2386, -9.7951
13.1415, 659.7768, -136.1002, 673.6681, -11.6556
10.3980, 663.8428, -164.4409, 683.9065, -13.9127
8.2272, 667.8486, -200.0860, 697.1773, -16.6781
6.5097, 671.5404, -244.8680, 714.7915, -20.0337
5.1507, 674.4605, -301.2744, 738.6902, -24.0698
4.0754, 676.3055, -372.4670, 772.0886, -28.8432
3.2246, 677.7454, -462.3952, 820.4560, -34.3040
2.5514, 676.2047, -576.3508, 888.5005, -40.4420
2.0188, 671.4458, -722.0832, 986.0242, -47.0811
1.5973, 662.4424, -907.9602, 1123.9313, -53.8857
1.2638, 647.4602, -1146.0441, 1316.2909, -60.5356
1.0000, 626.1507, -1452.9721, 1582.1481, -66.6866
