✅ Opened: Analog Discovery 3 (210415BD076B)
实际称重质量 (g):
  NaCl=2.6315, KCl=0.0000, Urea=0.0000
  Lac=0.0000, NH4Cl=0.0000, CaCl2=0.0000, Glu=0.0000
  Water=26.7415
目标体积 (mL):
  NaCl=3.0, KCl=0.0, Urea=0.0
  Lac=0.0, NH4Cl=0.0, CaCl2=0.0, Glu=0.0
  Water=0
--------------------------------------------------
1000000.0000, 26.0176, -76.5476, 80.8483, -71.2277
791234.2619, 29.0577, -94.2104, 98.5898, -72.8584
626051.6572, 46.9258, -114.3655, 123.6183, -67.6909
495353.5209, 63.4750, -136.5154, 150.5507, -65.0632
391940.6775, 88.6202, -155.4430, 178.9303, -60.3119
310116.8927, 118.0026, -179.9508, 215.1903, -56.7452
245375.1107, 156.2027, -202.1499, 255.4679, -52.3065
194149.1946, 199.3694, -213.0035, 291.7510, -46.8937
153617.4947, 247.3614, -218.7759, 330.2280, -41.4908
121547.4250, 291.1362, -212.3046, 360.3242, -36.1006
96172.4871, 334.8252, -200.7066, 390.3730, -30.9400
76094.9669, 371.0410, -182.3326, 413.4206, -26.1699
60208.9449, 401.5593, -161.5010, 432.8192, -21.9092
47639.3801, 424.9948, -140.2865, 447.5499, -18.2675
37693.9098, 442.8424, -120.7242, 459.0029, -15.2490
29824.7129, 456.3068, -102.3749, 467.6500, -12.6452
23598.3347, 465.9180, -87.0621, 473.9825, -10.5843
18671.8109, 473.6416, -74.0195, 479.3905, -8.8822
14773.7765, 479.9910, -63.6122, 484.1878, -7.5493
11689.5182, 484.9334, -54.9220, 488.0337, -6.4616
9249.1473, 489.5325, -48.3612, 491.9155, -5.6420
7318.2422, 493.8912, -42.6289, 495.7275, -4.9331
5790.4440, 497.4787, -37.8622, 498.9175, -4.3523
4581.5977, 500.8557, -34.6688, 502.0542, -3.9597
3625.1170, 504.0073, -31.8347, 505.0116, -3.6142
2868.3168, 507.1345, -29.4859, 507.9910, -3.3276
2269.5105, 509.9819, -28.0978, 510.7554, -3.1536
1795.7145, 512.1117, -26.4497, 512.7943, -2.9566
1420.8308, 516.1171, -25.5792, 516.7506, -2.8373
1124.2100, 518.1169, -25.6253, 518.7502, -2.8315
889.5135, 521.9465, -26.3911, 522.6133, -2.8946
703.8136, 525.4812, -25.8818, 526.1182, -2.8197
556.8814, 528.5060, -26.3307, 529.1615, -2.8522
440.6236, 530.8678, -27.1050, 531.5593, -2.9229
348.6365, 534.3640, -28.6300, 535.1304, -3.0668
275.8532, 538.5925, -30.4948, 539.4551, -3.2406
218.2645, 542.4762, -32.2912, 543.4364, -3.4065
172.6983, 546.3714, -34.3798, 547.4520, -3.6005
136.6448, 550.0235, -36.9136, 551.2608, -3.8395
108.1181, 553.7772, -40.0497, 555.2235, -4.1365
85.5467, 557.5235, -43.9307, 559.2516, -4.5054
67.6875, 561.1320, -48.8904, 563.2579, -4.9795
53.5567, 565.0111, -55.0973, 567.6912, -5.5696
42.3759, 569.4516, -62.8610, 572.9107, -6.2993
33.5292, 573.9876, -72.6145, 578.5625, -7.2101
26.5295, 578.4602, -84.7363, 584.6336, -8.3338
20.9910, 582.9376, -99.8280, 591.4236, -9.7176
16.6088, 587.7133, -118.5480, 599.5503, -11.4041
13.1415, 592.4847, -141.8166, 609.2209, -13.4610
10.3980, 597.1391, -170.7392, 621.0692, -15.9567
8.2272, 601.3721, -206.8177, 635.9418, -18.9786
6.5097, 604.9189, -251.8637, 655.2573, -22.6049
5.1507, 607.6926, -308.0977, 681.3328, -26.8848
4.0754, 608.9227, -378.7667, 717.1130, -31.8827
3.2246, 609.0220, -467.8975, 768.0077, -37.5342
2.5514, 604.8519, -580.9385, 838.6509, -43.8447
2.0188, 596.5122, -724.9093, 938.7866, -50.5498
1.5973, 582.9855, -909.3260, 1080.1602, -57.3353
1.2638, 561.6701, -1147.0614, 1277.1935, -63.9109
1.0000, 532.8692, -1455.2667, 1549.7583, -69.8890
