✅ Opened: Analog Discovery 3 (210415BD076B)
实际称重质量 (g):
  NaCl=1.9167, KCl=0.9178, Urea=0.9656
  Lac=0.0000, NH4Cl=5.7022, CaCl2=-1.0437, Glu=0.0000
  Water=5.7419
目标体积 (mL):
  NaCl=1.95, KCl=1.0, Urea=1.0
  Lac=0.0, NH4Cl=3.05, CaCl2=1.22, Glu=0.0
  Water=13.91
--------------------------------------------------
1000000.0000, 27.6647, -81.4691, 86.0381, -71.2439
869749.0026, 31.2958, -94.5419, 99.5871, -71.6841
756463.3276, 692.9108, -1252.7574, 1431.6167, -61.0526
657933.2247, 196.0455, -236.2023, 306.9615, -50.3077
572236.7659, 213.3592, -230.6886, 314.2283, -47.2349
497702.3564, 181.1398, -159.3020, 241.2234, -41.3298
432876.1281, 220.7639, -201.1585, 298.6661, -42.3396
376493.5807, 16.3830, -15.1746, 22.3310, -42.8073
327454.9163, 18.8590, -16.7101, 25.1970, -41.5426
284803.5868, 128.8879, -234.9944, 268.0195, -61.2565
247707.6356, 147.6188, -264.6709, 303.0545, -60.8496
215443.4690, 179.5867, -286.9838, 338.5426, -57.9628
187381.7423, 202.0105, -306.0538, 366.7113, -56.5732
162975.0835, 243.5400, -327.3567, 408.0124, -53.3523
141747.4163, 280.7041, -346.9820, 446.3085, -51.0276
123284.6739, 314.1754, -367.7559, 483.6843, -49.4926
107226.7222, 359.3676, -379.9124, 522.9517, -46.5919
93260.3347, 409.1679, -399.1391, 571.6034, -44.2892
81113.0831, 457.9849, -406.1021, 612.1022, -41.5639
70548.0231, 504.9239, -409.4348, 650.0654, -39.0381
61359.0727, 557.7836, -410.3478, 692.4651, -36.3410
53366.9923, 611.6665, -406.4381, 734.3894, -33.6031
46415.8883, 666.9033, -395.4159, 775.3152, -30.6643
40370.1726, 716.2312, -380.0109, 810.7992, -27.9491
35111.9173, 764.4275, -360.8466, 845.3163, -25.2696
30538.5551, 804.3811, -338.1828, 872.5804, -22.8032
26560.8778, 841.5328, -311.5042, 897.3362, -20.3127
23101.2970, 871.1472, -283.3649, 916.0748, -18.0186
20092.3300, 896.7318, -257.3171, 932.9202, -16.0108
17475.2840, 916.5958, -230.3723, 945.1028, -14.1082
15199.1108, 933.2486, -205.2576, 955.5541, -12.4041
13219.4115, 946.5381, -182.0761, 963.8911, -10.8884
11497.5700, 956.3481, -160.7663, 969.7668, -9.5424
10000.0000, 964.4175, -141.7361, 974.7770, -8.3607
8697.4900, 971.0907, -124.5406, 979.0441, -7.3082
7564.6333, 975.8542, -108.9617, 981.9185, -6.3711
6579.3322, 979.4418, -95.5711, 984.0935, -5.5731
5722.3677, 983.3948, -83.8537, 986.9634, -4.8738
4977.0236, 985.6094, -73.6306, 988.3559, -4.2724
4328.7613, 987.3864, -63.9332, 989.4540, -3.7047
3764.9358, 989.3358, -55.6832, 990.9016, -3.2214
3274.5492, 990.0015, -49.0707, 991.2168, -2.8376
2848.0359, 991.4743, -43.0637, 992.4091, -2.4870
2477.0764, 991.5639, -37.2432, 992.2631, -2.1510
2154.4347, 990.8274, -33.4097, 991.3905, -1.9312
1873.8174, 990.6635, -29.0316, 991.0888, -1.6786
1629.7508, 989.1799, -24.9653, 989.4949, -1.4457
1417.4742, 987.9400, -22.5435, 988.1971, -1.3072
1232.8467, 987.4872, -20.2814, 987.6954, -1.1766
1072.2672, 987.7036, -17.9515, 987.8667, -1.0412
932.6033, 988.0915, -15.9913, 988.2209, -0.9272
811.1308, 987.7254, -14.0770, 987.8257, -0.8165
705.4802, 987.3629, -12.9487, 987.4478, -0.7514
613.5907, 987.4299, -12.0106, 987.5029, -0.6969
533.6699, 986.9971, -11.7195, 987.0667, -0.6803
464.1589, 990.5960, -10.0673, 990.6472, -0.5823
403.7017, 987.4805, -10.9524, 987.5412, -0.6355
351.1192, 986.9743, -11.0891, 987.0366, -0.6437
305.3856, 987.1296, -11.1578, 987.1927, -0.6476
265.6088, 987.3126, -11.5659, 987.3803, -0.6712
231.0130, 987.3153, -12.0023, 987.3882, -0.6965
200.9233, 987.3684, -12.9834, 987.4538, -0.7534
174.7528, 987.5429, -13.7050, 987.6379, -0.7951
151.9911, 987.7252, -14.7511, 987.8354, -0.8556
132.1941, 987.5871, -16.5451, 987.7257, -0.9598
114.9757, 987.7796, -18.2594, 987.9484, -1.0590
100.0000, 987.7028, -20.4197, 987.9139, -1.1844
86.9749, 987.9995, -22.7683, 988.2618, -1.3201
75.6463, 988.0913, -25.8936, 988.4305, -1.5011
65.7933, 988.2266, -29.4445, 988.6651, -1.7066
57.2237, 988.3367, -32.7486, 988.8791, -1.8978
