✅ Opened: Analog Discovery 3 (210415BD076B)
实际称重质量 (g):
  NaCl=0.0000, KCl=0.0000, Urea=9.6470
  Lac=0.0000, NH4Cl=18.5537, CaCl2=0.0000, Glu=0.0000
  Water=1.6430
目标体积 (mL):
  NaCl=0.0, KCl=0.0, Urea=10.0
  Lac=0.0, NH4Cl=10.0, CaCl2=0.0, Glu=0.0
  Water=5.0
--------------------------------------------------
1000000.0000, 25.8438, -82.2553, 86.2197, -72.5578
869749.0026, 36.1115, -93.1844, 99.9368, -68.8173
756463.3276, 167.4188, -80.9388, 185.9573, -25.8015
657933.2247, 230.0020, -108.8544, 254.4606, -25.3271
572236.7659, -0.1809, -9.7879, 9.7896, -91.0589
497702.3564, 47.9044, -130.0831, 138.6234, -69.7833
432876.1281, 67.2790, -188.1502, 199.8173, -70.3239
376493.5807, 81.5598, -205.0473, 220.6726, -68.3093
327454.9163, 97.1445, -230.8662, 250.4721, -67.1795
284803.5868, 114.7705, -260.9965, 285.1166, -66.2630
247707.6356, 146.6985, -288.3584, 323.5290, -63.0359
215443.4690, 176.5432, -322.3434, 367.5225, -61.2911
187381.7423, 211.4992, -355.0752, 413.2920, -59.2200
162975.0835, 254.1490, -375.7746, 453.6500, -55.9282
141747.4163, 302.6339, -404.8567, 505.4664, -53.2216
123284.6739, 362.1666, -425.0638, 558.4299, -49.5680
107226.7222, 414.5847, -429.6156, 597.0344, -46.0200
93260.3347, 477.6536, -435.4325, 646.3392, -42.3525
81113.0831, 532.5955, -442.3661, 692.3480, -39.7125
70548.0231, 598.9673, -424.6617, 734.2339, -35.3363
61359.0727, 651.1688, -409.1226, 769.0268, -32.1407
53366.9923, 701.8937, -388.0437, 802.0179, -28.9361
46415.8883, 747.1508, -363.6074, 830.9300, -25.9503
40370.1726, 786.5674, -335.9201, 855.2956, -23.1259
35111.9173, 817.7613, -306.4717, 873.3032, -20.5445
30538.5551, 845.3897, -279.5067, 890.3975, -18.2952
26560.8778, 867.3657, -251.7846, 903.1715, -16.1873
23101.2970, 886.3001, -226.9961, 914.9071, -14.3656
20092.3300, 901.2603, -203.8720, 924.0313, -12.7462
17475.2840, 913.5031, -183.4545, 931.7422, -11.3554
15199.1108, 923.7493, -163.7943, 938.1585, -10.0549
13219.4115, 931.5236, -147.0322, 943.0560, -8.9696
11497.5700, 938.6635, -132.2372, 947.9324, -8.0190
10000.0000, 945.1930, -119.2849, 952.6902, -7.1928
8697.4900, 949.4550, -107.6555, 955.5389, -6.4689
7564.6333, 956.1636, -97.1578, 961.0871, -5.8020
6579.3322, 960.6290, -87.3330, 964.5906, -5.1946
5722.3677, 964.7861, -78.9174, 968.0084, -4.6763
4977.0236, 968.7687, -71.3193, 971.3904, -4.2104
4328.7613, 972.7586, -63.7081, 974.8426, -3.7471
3764.9358, 976.5610, -57.0913, 978.2284, -3.3458
3274.5492, 979.4533, -52.4315, 980.8556, -3.0642
2848.0359, 982.2380, -46.5591, 983.3409, -2.7138
2477.0764, 983.4280, -41.3873, 984.2985, -2.4099
2154.4347, 984.6023, -37.0397, 985.2987, -2.1544
1873.8174, 985.6720, -33.5324, 986.2422, -1.9484
1629.7508, 985.8169, -29.0202, 986.2440, -1.6862
1417.4742, 985.0590, -26.1094, 985.4050, -1.5183
1232.8467, 985.5643, -24.5434, 985.8698, -1.4265
1072.2672, 986.2584, -21.0943, 986.4839, -1.2253
932.6033, 986.7960, -18.1658, 986.9632, -1.0546
811.1308, 986.1937, -16.9850, 986.3400, -0.9867
705.4802, 986.4954, -15.7532, 986.6212, -0.9149
613.5907, 986.7427, -13.9355, 986.8411, -0.8091
533.6699, 985.0589, -14.1958, 985.1612, -0.8256
464.1589, 986.8370, -11.6928, 986.9063, -0.6789
403.7017, 986.2670, -11.9429, 986.3394, -0.6938
351.1192, 986.8605, -12.2076, 986.9360, -0.7087
305.3856, 986.9061, -12.2814, 986.9825, -0.7130
265.6088, 987.2118, -12.2838, 987.2882, -0.7129
231.0130, 987.1847, -12.8393, 987.2682, -0.7451
200.9233, 987.6279, -13.5011, 987.7202, -0.7832
174.7528, 987.6257, -14.5706, 987.7332, -0.8452
151.9911, 987.4441, -15.6086, 987.5675, -0.9056
132.1941, 987.4108, -17.2508, 987.5615, -1.0009
114.9757, 987.8187, -19.1584, 988.0045, -1.1111
100.0000, 987.8621, -20.7730, 988.0805, -1.2046
86.9749, 988.2009, -23.3174, 988.4759, -1.3517
75.6463, 988.5985, -25.9618, 988.9393, -1.5043
65.7933, 989.9885, -30.0043, 990.4431, -1.7360
57.2237, 989.1381, -29.3062, 989.5721, -1.6971
49.7702, 988.1808, -38.5585, 988.9327, -2.2345
43.2876, 987.5029, -43.9008, 988.4783, -2.5455
37.6494, 987.8011, -49.7744, 989.0544, -2.8846
32.7455, 988.1465, -57.0204, 989.7903, -3.3026
28.4804, 988.3757, -65.3763, 990.5355, -3.7843
24.7708, 988.6777, -75.0242, 991.5201, -4.3395
21.5443, 988.9299, -86.2830, 992.6868, -4.9864
18.7382, 989.2966, -98.2811, 994.1665, -5.6734
16.2975, 989.7977, -112.9573, 996.2223, -6.5105
